Black United Fund of Illinois|10000|2017|(Duration 3 months)|Founded in 1985 the Black United Fund of Illinois (BUFI) provides philanthropic support to projects and programs that address critical needs in African American communities With this award BUFI partners with Christianaire Inc a violence prevention initiative in the Shouth Shore neighborhood Together they convene civic and community leaders to build trust between the police elected officials and city residents and to collaborate in efforts to bring healing and reconciliation to the City of Chicago        
Blair Thomas & Company|40000|2017|(Duration 2 years)|
Bohemian Theatre Ensemble|23000|2017|(Duration 2 years)|
Brown Paper Box Co.|6000|2017|(Duration 2 years)|
Bulletin of the Atomic Scientists|500000|2017|(Duration 2 years)|The Bulletin of the Atomic Scientists (Bulletin) founded in Chicago in 1945 by Manhattan Project scientists is a preeminent publication that informs the public about threats to the survival and development of humanity from nuclear weapons climate change and emerging technologies in the life sciences This award provides general operating support to help sustain the activities of the Bulletin over the next two years General operating support provides the Bulletin flexibility to continue generating content for digital publication operating the website and public outreach but also seize opportunities for growth as they arise over the next two years        
Business and Professional People for the Public Interest|800000|2017|(Duration 2 years)|Business and Professional People for the Public Interest (BPI) has served the Chicago region as an independent public interest law and policy center for nearly 50 years  Since the launch of its Justice Reform program in 2014 BPI has built substantial subject matter expertise through its work with the Mayor’s Police Accountability Task Force and Grassroots Alliance on Police Accountability its work on bail reform and justice reinvestment and its prior partnership with the Illinois Department of Juvenile Justice to help develop and implement a strategic plan This award enables BPI to advance policing reform in Chicago and to continue to support broader justice reform efforts in Chicago Cook County and Illinois with a focus on expanding alternatives to incarceration and improving reentry outcomes        
Cabrini Green Legal Aid|900000|2017|(Duration 4 years)|Established in 1973 Cabrini Green Legal Aid provides legal representation and social services to those impacted by the criminal justice system in Chicago Cook County and other parts of Illinois Cabrini Green is committed to improving the lives of citizens who are suffering from the collateral consequences of a criminal record Its services include criminal defense expungement of criminal records family and housing law This institutional support award enables Cabrini Green Legal Aid to strengthen its organizational infrastructure specifically in the areas of leadership development staffing financial management and marketing        
Chicago Architecture Biennial|200000|2017|(Duration 3 years)|The Chicago Architecture Biennial celebrates Chicago’s history and continuing role as a leader in modern architecture The Chicago Architecture Biennial is a multi-faceted set of exhibitions lectures and performances bringing together Chicago residents and visitors from the United States and around the world in a discussion of global architectural innovation This general operating award supports the 2017 and 2019 Chicago Architecture Biennials         
Chicago Architecture Foundation|425000|2017|(Duration 5 years)|The Chicago Architecture Foundation promotes civic engagement by challenging public audiences to understand why design matters Established in 1966 the Chicago Architecture Foundation is the world's largest public architecture organization The institution is dedicated to enhancing public dialogue and education about architecture and design Its core programs include signature tours exhibitions educational seminars and courses It also offers a newly expanded comprehensive educational program serving youth families and classroom teachers This award provides renewed general operating support for the Chicago Architecture Foundation        
Chicago Community Foundation|175000|2017|(Duration 1 year)|Founded in 1915 the Chicago Community Trust and Affiliates was established by local business leaders to support the residents of Chicago with grants to arts social service education and community organizations The Chicago Community Foundation which is the corporate entity of the Trust manages donor-advised funds The Chicago Police Reform Consent Decree Public Engagement Fund is a donor-advised fund established by a number of local donors in December of 2017 to support the work of the Illinois Attorney General in her effort to engage Chicago's public around the consent decree of the Chicago Police Department Through the creation of a website set of communications activities and focus groups and surveys the award enables the Attorney General to explain to the public what is being done through the consent decree and why; receive input from the public including law enforcement officers; and develop on-going relationships to inform and improve the drafting and enforcement of the ultimate agreement The imagined process aims to create for residents a more legitimate community supported and lasting agreement to ensure reform for the Chicago Police Department        
Chicago Community Foundation|15000|2017|(Duration 8 months)|Founded in 1915 the Chicago Community Trust and Affiliates was established by local business leaders to support the residents of Chicago with grants to arts social service education and community organizations The Chicago Community Foundation which is the corporate entity of the Trust manages donor-advised funds The Chicago Police Reform Consent Decree Public Engagement Fund is a donor-advised fund established by a number of local donors in December of 2017 to support the work of the Illinois Attorney General in her effort to engage Chicago's public around the consent decree of the Chicago Police Department Through the creation of a website set of communications activities and focus groups and surveys the award enables the Attorney General to explain to the public what is being done through the consent decree and why; receive input from the public including law enforcement officers; and develop on-going relationships to inform and improve the drafting and enforcement of the ultimate agreement The imagined process aims to create for residents a more legitimate community supported and lasting agreement to ensure reform for the Chicago Police Department        
Chicago Community Foundation|100000|2017|(Duration 1 year)|Founded in 1915 the Chicago Community Trust and Affiliates was established by local business leaders to support the residents of Chicago with grants to arts social service education and community organizations The Chicago Community Foundation which is the corporate entity of the Trust manages donor-advised funds The Chicago Police Reform Consent Decree Public Engagement Fund is a donor-advised fund established by a number of local donors in December of 2017 to support the work of the Illinois Attorney General in her effort to engage Chicago's public around the consent decree of the Chicago Police Department Through the creation of a website set of communications activities and focus groups and surveys the award enables the Attorney General to explain to the public what is being done through the consent decree and why; receive input from the public including law enforcement officers; and develop on-going relationships to inform and improve the drafting and enforcement of the ultimate agreement The imagined process aims to create for residents a more legitimate community supported and lasting agreement to ensure reform for the Chicago Police Department        
Chicago Community Foundation|500000|2017|(Duration 1 year)|Founded in 1915 the Chicago Community Trust and Affiliates was established by local business leaders to support the residents of Chicago with grants to arts social service education and community organizations The Chicago Community Foundation which is the corporate entity of the Trust manages donor-advised funds The Chicago Police Reform Consent Decree Public Engagement Fund is a donor-advised fund established by a number of local donors in December of 2017 to support the work of the Illinois Attorney General in her effort to engage Chicago's public around the consent decree of the Chicago Police Department Through the creation of a website set of communications activities and focus groups and surveys the award enables the Attorney General to explain to the public what is being done through the consent decree and why; receive input from the public including law enforcement officers; and develop on-going relationships to inform and improve the drafting and enforcement of the ultimate agreement The imagined process aims to create for residents a more legitimate community supported and lasting agreement to ensure reform for the Chicago Police Department        
Chicago Community Foundation|2000000|2017|(Duration 3 years)|Founded in 1915 the Chicago Community Trust and Affiliates was established by local business leaders to support the residents of Chicago with grants to arts social service education and community organizations The Chicago Community Foundation which is the corporate entity of the Trust manages donor-advised funds The Chicago Police Reform Consent Decree Public Engagement Fund is a donor-advised fund established by a number of local donors in December of 2017 to support the work of the Illinois Attorney General in her effort to engage Chicago's public around the consent decree of the Chicago Police Department Through the creation of a website set of communications activities and focus groups and surveys the award enables the Attorney General to explain to the public what is being done through the consent decree and why; receive input from the public including law enforcement officers; and develop on-going relationships to inform and improve the drafting and enforcement of the ultimate agreement The imagined process aims to create for residents a more legitimate community supported and lasting agreement to ensure reform for the Chicago Police Department        
Chicago Community Foundation|15000|2017|(Duration 5 months)|Founded in 1915 the Chicago Community Trust and Affiliates was established by local business leaders to support the residents of Chicago with grants to arts social service education and community organizations The Chicago Community Foundation which is the corporate entity of the Trust manages donor-advised funds The Chicago Police Reform Consent Decree Public Engagement Fund is a donor-advised fund established by a number of local donors in December of 2017 to support the work of the Illinois Attorney General in her effort to engage Chicago's public around the consent decree of the Chicago Police Department Through the creation of a website set of communications activities and focus groups and surveys the award enables the Attorney General to explain to the public what is being done through the consent decree and why; receive input from the public including law enforcement officers; and develop on-going relationships to inform and improve the drafting and enforcement of the ultimate agreement The imagined process aims to create for residents a more legitimate community supported and lasting agreement to ensure reform for the Chicago Police Department        
Chicago Community Trust|2600000|2017|(Duration 1 year)|Founded in 1915 the Chicago Community Trust and Affiliates (Trust) was established by local business leaders to support the residents of Chicago with grants to arts social service education and community organizations A program of the Trust ADA25 Advancing Leadership (ADA25) is designed to fully engage individuals with disabilities in civic life by encouraging service in elected and appointed positions on boards and in other roles that advance equal opportunity With this award ADA25 pilots two new initiatives First it offers training in board service and matches emerging leaders with disabilities to organizations where they can serve Second it commissions a review of the hundreds of public sector positions in the greater Chicago metropolitan area such that ADA25 can design programs to ensure its members are eligible to serve in these roles        
Chicago Community Trust|125000|2017|(Duration 1 year)|Founded in 1915 the Chicago Community Trust and Affiliates (Trust) was established by local business leaders to support the residents of Chicago with grants to arts social service education and community organizations A program of the Trust ADA25 Advancing Leadership (ADA25) is designed to fully engage individuals with disabilities in civic life by encouraging service in elected and appointed positions on boards and in other roles that advance equal opportunity With this award ADA25 pilots two new initiatives First it offers training in board service and matches emerging leaders with disabilities to organizations where they can serve Second it commissions a review of the hundreds of public sector positions in the greater Chicago metropolitan area such that ADA25 can design programs to ensure its members are eligible to serve in these roles        
Chicago Composers Orchestra|10000|2017|(Duration 2 years)|
Chicago Council on Global Affairs|200000|2017|(Duration 2 years)|The Chicago Council on Global Affairs founded in 1922 is one of the oldest and most prominent international affairs organizations in the United States A project of the Chicago Council Black Chicago Tomorrow envisions a vibrant African-American community in Chicago that benefits from and contributes to the region’s economy and society Black Chicago Tomorrow draws on a board of civic leaders and industry executives to steer economic development initiatives job creation and business growth in low-income African-American communities With this award Black Chicago Tomorrow collaborates with community organizations in the south side neighborhood of Auburn Gresham to advance locally-developed business development plans        
Chicago Council on Global Affairs|10000|2017|(Duration 8 months)|The Chicago Council on Global Affairs founded in 1922 is one of the oldest and most prominent international affairs organizations in the United States A project of the Chicago Council Black Chicago Tomorrow envisions a vibrant African-American community in Chicago that benefits from and contributes to the region’s economy and society Black Chicago Tomorrow draws on a board of civic leaders and industry executives to steer economic development initiatives job creation and business growth in low-income African-American communities With this award Black Chicago Tomorrow collaborates with community organizations in the south side neighborhood of Auburn Gresham to advance locally-developed business development plans        
Chicago Cultural Alliance|100000|2017|(Duration 3 years)|The Chicago Cultural Alliance (the Alliance) is a membership organization made up of 35 small community-based ethnic museums cultural centers and historical societies In 2017 the Alliance launches a month-long biennial “Inherit Chicago” festival designed to activate its membership and introduce the city’s many smaller cultural assets to the public The award supports festival related activities for three years including curation programming capacity building and marketing and communications The award also includes a one-time infusion of additional funds for the Alliance’s efforts related to education for immigrant and refugee communities in light of shifting federal immigration policies        
Chicago Dance History Project|5000|2017|(Duration 1 year)|
Chicago Dancemakers Forum|40000|2017|(Duration 2 years)|
Chicago Danztheatre Ensemble|50000|2017|(Duration 1 year)|Chicago DanzTheatre Ensemble is a contemporary dance company that uses a variety of media in addition to dance to examine social issues Chicago DanzTheatre is collaborating with Chicago-based Erica Mott Productions and Egyptian based Ezzat Ezzat Contemporary Dance Studio to create a new work that combines dance and digital technology to explore human connection civic participation and digital media Award funds support travel accommodations documentation and costs related to exhibiting the piece        
Chicago Dramatists|40000|2017|(Duration 2 years)|
Chicago Folks Operetta|10000|2017|(Duration 1 year)|
Chicago Foundation for Women|1000000|2017|(Duration 4 years)|The Chicago Foundation for Women increases resources and opportunities for women and girls in the Chicago area through grantmaking leadership development and public and grantee education It serves as the central coordinating entity for individuals and institutions working to achieve gender equity in the Chicago metropolitan area This institutional support award enables the Chicago Foundation for Women to seed its endowment and strengthen its fundraising evaluation and communications capacities        
Chicago Historical Society|50000|2017|(Duration 1 year)|The Chicago Historical Society which houses the Chicago History Museum is the city’s oldest cultural institution serving as a hub of scholarship and learning through its programs exhibitions and research center With this award the Chicago History Museum works with the Polish History Museum to explore inter-generational immigration experiences of Poles in Chicago through the collection  of oral histories The culminating exhibitions are presented in Chicago and Warsaw Poland Award funds support travel lodging stipends supplies programs and events        
Chicago Humanities Festival|300000|2017|(Duration 5 years)|The Chicago Humanities Festival promotes the exploration of the humanities -- including literature philosophy religion and visual and performing arts -- through two annual festivals year-round events and a teacher-training writing program The fall Chicago Humanities Festival is the organization’s signature event; it is a multi-week exploration of a theme featuring writers scholars musicians historians artists performers theologians architects and policy makers featured at over 100 events held at locations all across the city In 2015 over 50 percent of the presenters at the Festival’s events were people of color LGBT individuals or people with physical disabilities To continue this trend the Festival is committed to holding events in a wide array of neighborhoods and in venues that are accessible to those with disabilities This award recommends renewed general operating support to the Chicago Humanities Festival        
Chicago Jazz Orchestra|30000|2017|(Duration 2 years)|
Chicago Neighborhood Initiatives|1000000|2017|(Duration 4 years)|Established in 2010 Chicago Neighborhood Initiatives seeks to revitalize neighborhoods and create jobs through high-impact community development projects With projects in the Pullman Englewood and Bronzeville neighborhoods of Chicago’s South Side it provides financial resources to entrepreneurs; develops tourism retail and other sources of economic development; and engages community members in the design of projects to ensure they serve local interests This institutional support award enables the organization to create an innovation fund establish an operating reserve and undertake an evaluation of its impact to date        
Chicago Repertory Ballet|5000|2017|(Duration 1 year)|
Chicago Symphony Orchestra|500000|2017|(Duration 5 years)|The Chicago Symphony Orchestra (CSO) performs and presents more than 150 concerts annually featuring classical music from the baroque period to the present The Chicago Symphony Orchestra is part of a larger organization the Chicago Symphony Orchestra Association The Association is also the parent organization of the Chicago Symphony Chorus; the Civic Orchestra a pre-professional training orchestra; Symphony Center Presents a presenting series featuring a variety of solo and group artists; and the Negaunee Music Institute which includes arts education and outreach programs that impact more than 200000 individuals annually The CSO Association owns the two buildings in which the Symphony’s performance space and offices are located This award recommends five years of renewed general operating support to the Chicago Symphony Orchestra        
Chicago Tap Theatre|8000|2017|(Duration 1 year)|
Chicago Urban League|125000|2017|(Duration 1 year)|The Chicago Urban League was incorporated in June 1917 as one of the first affiliates of the National Urban League Its mission is to work for economic educational and social progress for African-Americans The Chicago Urban League established a program designed to create a pipeline of informed motivated perceptive authentic and connected talent (or “IMPACT”) who will become the next generation of Chicago leaders This award to the IMPACT Leadership Development Program supports the creation of new course curriculum and an inaugural citywide networking event for Chicago leaders of color        
Children's Home and Aid Society|180000|2017|(Duration 1 year)|Founded in 1883 Children’s Home and Aid Society (CHA) delivers over 70 social service programs throughout 40 Illinois counties to nearly 40000 children and families each year In Chicago’s Englewood neighborhood it offers early childhood care family counseling behavioral health services youth mentoring and foster care With this award CHA expands the training for its staff members in the areas of youth mentoring parent child therapy and workforce development It also upgrades technology to better track data and client outcomes from its youth mentoring services Finally it makes improvements to its physical space for therapy and group coaching to Englewood youth These activities will enhance CHA’s programming across multiple programs in Englewood and inform its work in other parts of Chicago and the state of Illinois        
City Lit Theater Company|24000|2017|(Duration 2 years)|
Civic Consulting Alliance|500000|2017|(Duration 1 year, 6 months)|The Civic Consulting Alliance founded by the Commercial Club of Chicago fields pro-bono teams of business experts and government leaders to improve public administration and services in and for the City of Chicago and the surrounding region This grant supports Phase II of the South Suburban Economic Growth Initiative to develop a comprehensive economic growth plan and strategy for Chicago’s south suburbs a mixed industrial and residential area that forms part of the bi-state (Illinois and Indiana) Calumet industrial region The Phase I planning confirmed the region’s continuing strengths as a transportation distribution and logistics hub and its continuing importance as a metals manufacturing cluster Phase I also confirmed the importance of the area's biodiverse natural environment to the Midwest and identified the active network of organizations and individuals working to improve economic opportunity Phase II entails ongoing planning and program development with a four-pronged focus: enhancing innovation in larger firms with growth potential; improving performance of small and medium-sized businesses with regional markets and for export; upgrading residents’ skills to better align with emerging job opportunities; and strategically enhancing housing and quality of life amenities in the area’s diverse communities        
Civic Consulting Alliance|47000|2017|(Duration 4 months)|The Civic Consulting Alliance founded by the Commercial Club of Chicago fields pro-bono teams of business experts and government leaders to improve public administration and services in and for the City of Chicago and the surrounding region This grant supports Phase II of the South Suburban Economic Growth Initiative to develop a comprehensive economic growth plan and strategy for Chicago’s south suburbs a mixed industrial and residential area that forms part of the bi-state (Illinois and Indiana) Calumet industrial region The Phase I planning confirmed the region’s continuing strengths as a transportation distribution and logistics hub and its continuing importance as a metals manufacturing cluster Phase I also confirmed the importance of the area's biodiverse natural environment to the Midwest and identified the active network of organizations and individuals working to improve economic opportunity Phase II entails ongoing planning and program development with a four-pronged focus: enhancing innovation in larger firms with growth potential; improving performance of small and medium-sized businesses with regional markets and for export; upgrading residents’ skills to better align with emerging job opportunities; and strategically enhancing housing and quality of life amenities in the area’s diverse communities        
Civic Consulting Alliance|500000|2017|(Duration 1 year, 6 months)|The Civic Consulting Alliance founded by the Commercial Club of Chicago fields pro-bono teams of business experts and government leaders to improve public administration and services in and for the City of Chicago and the surrounding region This grant supports Phase II of the South Suburban Economic Growth Initiative to develop a comprehensive economic growth plan and strategy for Chicago’s south suburbs a mixed industrial and residential area that forms part of the bi-state (Illinois and Indiana) Calumet industrial region The Phase I planning confirmed the region’s continuing strengths as a transportation distribution and logistics hub and its continuing importance as a metals manufacturing cluster Phase I also confirmed the importance of the area's biodiverse natural environment to the Midwest and identified the active network of organizations and individuals working to improve economic opportunity Phase II entails ongoing planning and program development with a four-pronged focus: enhancing innovation in larger firms with growth potential; improving performance of small and medium-sized businesses with regional markets and for export; upgrading residents’ skills to better align with emerging job opportunities; and strategically enhancing housing and quality of life amenities in the area’s diverse communities        
Clinard Dance|20000|2017|(Duration 2 years)|
Collaborative Arts Institute of Chicago|16000|2017|(Duration 2 years)|
Comfort Station|3000|2017|(Duration 1 year)|
Community Activism Law Alliance|50000|2017|(Duration 1 year)|"Community Activism Law Alliance (CALA) unites lawyers and activists to bring crucial aid to the most vulnerable communities in Chicagoland By using the model of ""community activism lawyering"" the organization simultaneously addresses the justice gap operates more economically and creates greater impact than what lawyers alone could achieve CALA operates six community -located -operated and -directed offices with activist organizations providing a full-range of free legal services The majority of CALA's clients are undocumented immigrants laborers sex workers and grassroots activists It has six programs focused on organizing campaigns and five special initiatives that support those whose rights are targeted by the current administration The Holiday Award enables CALA to increase capacity by hiring another attorney to focus on emerging needs for partner communities in addition to leveraging additional staff to increase community legal education legal rights training and support of community activism        "
Community Renewal Society, Chicago Reporter|10500|2017|(Duration 3 months)|The Reporter is an investigative reporting enterprise that is undergoing a process of becoming independent from the Community Renewal Society Funded activities include a landscape review and interviews with other nonprofit newsrooms and meetings with experts and relevant stakeholders to determine the best path for The Reporter to sustain and grow its high impact investigative reporting        
Congo Square Theatre Company|40000|2017|(Duration 2 years)|
Corn Productions|9000|2017|(Duration 1 year)|
Court Theatre|120000|2017|(Duration 2 years)|Court Theatre based at the University of Chicago presents five productions each year that include classic works pieces from the African American canon and American plays and musicals Court Theatre’s audience includes more than 30000 patrons annually It works with more than 4000 Chicago Public School students mostly from the south side of Chicago through its arts education initiatives This award recommends two years of renewed general operating support to the Court Theatre        
Crossroads Fund|75000|2017|(Duration 1 year)|Crossroads Fund supports community organizations working on issues of racial social and economic justice in the Chicago area In partnership with Woods Fund Chicago Chicago Community Trust and Chicago Foundation for Women the Crossroads Fund supports a program called Cultivate: Women of Color in Leadership The program which is in its fifth year offers coaching relationship building and skill development to cohorts of community leaders This award supports the programmatic and administrative costs associated with the program revisions to its curriculum and a strategic planning process        
Crossroads Fund|50000|2017|(Duration 3 months)|Crossroads Fund supports community organizations working on issues of racial social and economic justice in the Chicago area In partnership with Woods Fund Chicago Chicago Community Trust and Chicago Foundation for Women the Crossroads Fund supports a program called Cultivate: Women of Color in Leadership The program which is in its fifth year offers coaching relationship building and skill development to cohorts of community leaders This award supports the programmatic and administrative costs associated with the program revisions to its curriculum and a strategic planning process        
Dance in the Parks NFP|9000|2017|(Duration 2 years)|
Deeply Rooted Productions|40000|2017|(Duration 2 years)|
DePaul University College of Computing and Digital Media|470044|2017|(Duration 7 months)|DePaul University’s College of Computing and Digital Media (DePaul) is the home of the Digital Youth Network (DYN) an anchor project of MacArthur’s Digital Media and Learning (DML) initiative During its tenure as a grantee of the Foundation DYN founded the YOUmedia teen center in the Chicago Public Library and the Chicago Hive Learning Network In 2013 with Foundation support DYN designed and implemented the first Chicago Summer of Learning in partnership with the Office of Mayor Rahm Emanuel Since then the initiative has expanded to offer year-round programming through the Chicago City of Learning (CCOL) and over 200 organizations have participated and provided youth with learning experiences and the opportunity to earn digital badges This final award enables DYN to sustain the stewardship of CCOL and implement the initiative fully in 2017 and to begin broadening the base of financial support for these activities in 2018 and beyond        
Dropshift Dance|3000|2017|(Duration 1 year)|
Eclipse Theatre Company|18000|2017|(Duration 2 years)|
Emerald City Theatre|180000|2017|(Duration 2 years, 11 months)|Emerald City Theatre produces professional plays and conducts educational programs for children from infancy to 13 years old It serves over 70000 children their families and educators annually Over its lifetime the company has created nearly 100 productions and provided more than 600000 performances at the Apollo Theater in Lincoln Park; the Broadway Playhouse at Water Tower Place; and the Little Theatre the nation’s first facility dedicated to children aged zero to five in the Lakeview neighborhood of Chicago This award provides general operating support to Emerald City Theatre        
Enrich Chicago|400000|2017|(Duration 3 years)|Enrich Chicago (Enrich) is a cross-cultural sector initiative that promotes greater racial and cultural equity in the arts in Chicago A cohort of arts and philanthropic organizations participate in Enrich’s bi-monthly partner meetings workshops related to dismantling racism and other equity related programming This award provides general operating support as Enrich builds its infrastructure provides ongoing workshops and other educational opportunities and creates its strategic plan        
Ensemble Dal Niente|39000|2017|(Duration 3 years)|
Enterprise Community Partners|15000|2017|(Duration 3 months)|Enterprise Community Partners works nationwide to create and advocate for affordable homes in thriving communities linked to good schools jobs transit and health care With this award Enterprise -- in partnership with the Chicago Metropolitan Area Planning agency the Metropolitan Planning Council and Chicago Fair Housing Alliance – convenes county municipal and public housing administrators to highlight best practices in fair housing The meeting will help to develop an Affirmatively Fair Housing Plan and will highlight the economic and social benefits of advancing place-based equity The meeting sustains efforts to advance a unified vision for fair housing in the seven-county Chicago metropolitan region        
Ethiopian Community Association of Chicago|25000|2017|(Duration 8 months)|A leader in the Chicago African community for over thirty years the Ethiopian Community Association of Chicago Inc is a community-based nonprofit organization committed to serving the educational cultural psychological and socio-economic needs of vulnerable immigrant and refugee populations and is one of only six organizations resettling refugees in Chicago With this award the Ethiopian Community Association responds to changes in federal immigration and refugee policy by educating its own staff and volunteers affected refugee and immigrant populations in Chicago and the broader public        
Every House Has A Door|15000|2017|(Duration 2 years)|
Fifth House Ensemble|50000|2017|(Duration 1 year)|The Fifth House Ensemble creates chamber music from renowned and emerging composers It creates a story in each performance through collaboration with artists actors dancers and graphic novelists With this International Connections Fund Award the Fifth House Ensemble collaborates with traditional throat singers from Tuva in Siberia Russia to produce a full-length concert Award funds support travel lodging stipends supplies programs and events        
Filter Photo, NFP|39000|2017|(Duration 3 years)|
First Floor Theater|12000|2017|(Duration 2 years)|
Fiscal Management Associates|1000000|2017|(Duration 2 years)|Fiscal Management Associates (FMA) is a for-profit consulting firm that helps nonprofits strengthen their financial and operational health enabling them to fulfill their missions Organizations especially those working in communities of color or with marginalized populations identify strengthening their financial health as a priority This award supports an FMA capacity building initiative over two years for a subset of MacArthur's Community Capital grantees Through a mix of training coaching peer learning and individualized consulting this capacity building initiative sets organizations on the path to financial resilience        
Free Street Theater|34000|2017|(Duration 2 years)|
Fulcrum Point New Music Project|20000|2017|(Duration 1 year)|
Full Spectrum Features|5000|2017|(Duration 1 year)|
GirlForward|50000|2017|(Duration 1 year)|GirlForward is dedicated to creating and enhancing opportunities for girls who have been displaced by conflict and persecutionThe organization serves adolescent refugee girls (ages 14-21) who have resettled in the United States from countries such as Myanmar Afghanistan Rwanda the Democratic Republic of Congo Syria and Iraq GirlForward addresses the biggest challenges faced by its population: language barrier disrupted education poverty social isolation trauma and a need for role models The Holiday Award enables GirlForward to ensure that it has two Girl Engagement Specialists on the Chicago staff in 2018 in addition to bringing on a vetted consultant to work with the executive director board and senior staff to address organizational challenges and develop a strategy to move forward        
Global Girls|10000|2017|(Duration 1 year)|
Global Pungmul Institute|7000|2017|(Duration 1 year)|
Goodman Theatre|500000|2017|(Duration 5 years)|The Goodman Theatre is the oldest and largest nonprofit theater in Chicago The Goodman produces nine shows each year that include both classic and contemporary works giving voice to a wide range of artists and perspectives During this award period the Goodman is strengthening its programs that commission support and produce new works especially by artists of color and women artists It is continuing to expand its education programs and increase its infrastructure to engage and support patrons with disabilities This award recommends five years of renewed general operating support to the Goodman Theatre        
