13,Chicago Community Trust,"$12,500",2014,for general operating support
13,Chicago Community Trust,"$75,000",2015,"for activities to increase the availability of affordable, accessible, and integrated housing as well as preserve and improve home and community-based services for people with disabilities through policy advocacy"
13,Chicago Community Trust,"$100,000",2013,for advocacy for persons with disabilities
13,Chicago Community Trust,"$75,000",2014,for advocacy for persons with disabilities
14,Chicago Community Trust,"$20,000",2015,for Homelessness Supportive Services in west suburban Cook County
14,Chicago Community Trust,"$25,000",2014,for the Homelessness Supportive Services program
14,Chicago Community Trust,"$25,000",2013,for the Supportive Services Program to help suburban homeless clients find stable housing
15,Lake County Community Foundation,"$10,000",2015,expenses incurred during the Waukegan school district strike in October 2014
16,Chicago Community Trust,"$80,000",2015,for adjustment of Latino-based organizations to the ACA and other funding reforms
17,Chicago Community Trust,"$250,000",2014,for the  CPS' high school development strategy
18,Chicago Community Trust,"$492,100",2014,for the Community Health Survey
18,Chicago Community Trust,"$150,000",2014,for the Evaluation Capacity Building initiative
19,Chicago Community Trust,"$25,000",2013,for discussions with local social science teachers of the implications of a national report of the National Commission on Youth Voting and Civic Knowledge
20,Chicago Community Trust,"$5,000",2013,for a permanent research fund in recognition of Dr. Victoria Chou's 15 years as dean of the College of Education
20,Chicago Community Trust,"$100,000",2013,for support of the redesigning of courses to embed stronger math content knowledge and pedagogy in the Master�s of Teaching degree
20,Chicago Community Trust,"$125,000",2014,for the evaluation by the PRAIRIE Group of the implementation of the Language Development and Literacy projects in CPS and other school systems supported by the Trust�s grants
21,Chicago Community Trust,"$20,000",2014,for the production of Charm
22,Chicago Community Trust,"$25,000",2013,for an interim housing program for homeless families
22,Chicago Community Trust,"$25,000",2015,for the Interim Housing program
22,Chicago Community Trust,"$20,000",2014,for the interim housing program for homeless families
23,Chicago Community Trust,"$10,000",2013,"for the Conference on Community Arts Educationin Chicago to be held on October 30-November 2, 2013"
23,Chicago Community Trust,"$200,000",2015,for its role in the commissioning and oversight of an evaluation of the Arts Infusion Initiative
24,Chicago Community Trust,"$100,000",2015,for the development and launch of Sustain Arts in Metro Chicago
24,Chicago Community Trust,"$300,000",2013,Support of research to be conducted by Christopher D. Harvey
24,Chicago Community Trust,"$300,000",2013,Support of research to be conducted by Ethan Garner
25,Chicago Community Trust,"$300,000",2013,Support of research to be conducted by Sunil Gandhi
26,Chicago Community Trust,"$10,000",2013,for support of direct assistance to persons needing emergency relief services
26,Chicago Community Trust,"$2,000",2014,for support of direct assistance to persons needing emergency relief services
26,Chicago Community Trust,"$2,000",2013,for support of direct assistance to working mothers and their children
26,Chicago Community Trust,"$10,000",2014,for support of direct assistance to working mothers and their children
26,Chicago Community Trust,"$50,000",2014,for the Chicago FarmWorks
26,Chicago Community Trust,"$50,000",2013,for the Chicago FarmWorks Urban Farm
26,Chicago Community Trust,"$60,000",2014,for the Experienced Leader Fellowship awarded to David Sinski
27,Chicago Community Trust,"$75,000",2013,for the Southland Green TIME Zone Capstone Project
27,Chicago Community Trust,"$75,000",2013,for the Sustaining Regional Prosperity project
27,Chicago Community Trust,"$100,000",2014,for the Sustaining Regional Prosperity project
28,Chicago Community Trust,"$25,000",2013,for the acquisition of Trinity Resource United�s Head Start programs
29,Arts Work Fund,"$13,250",2013,For redesign of its website
29,Chicago Community Trust,"$20,000",2014,for participation in the SMART Growth Program
29,Chicago Community Trust,"$20,000",2013,participation in the SMART Growth Program
30,Nuestro Futuro,"$10,000",2015,for an Organizational Capacity and Development Plan
31,Chicago Community Trust,"$65,000",2013,for the Affordable Housing Preservation and Restoration Initiative
31,Chicago Community Trust,"$65,000",2014,for the Affordable Housing Preservation and Restoration Initiative
32,Chicago Community Trust,"$100,000",2014,for its redesign of training of middle school math and science teachers in partnership with Truman and Wright Community Colleges
33,Arts Work Fund,"$13,500",2013,To develop a Links Hall app
33,Chicago Community Trust,"$25,000",2014,for _Elements of Voguingî to raise the profile and expand the capacity of the voguing genre in Chicago
33,Chicago Community Trust,"$50,000",2015,for the launch of the Chi-Dance Youth Showcase as part of the 2015 Chicago Dancing Festival
34,Chicago Community Trust,"$25,000",2013,for a technical assistance project to help the State of Illinois implement its Coordinated Remedial Plan and its Statewide Housing Referral network to ensure community living options for people with disabilities
35,Chicago Community Trust,"$20,000",2014,for participation in the SMART Growth Program
35,Chicago Community Trust,"$20,000",2013,participation in the SMART Growth Program
36,Chicago Community Trust,"$50,000",2013,for the administration of the Darwin Curtis Fund
36,Chicago Community Trust,"$50,000",2014,for the administration of the Darwin Curtis Fund
37,Chicago Community Trust,"$20,000",2013,for Danish Music & Culture events
38,Springboard Foundation,"$7,500",2013,"for kitchen tools, cooking equipment, printed materials and staff/volunteer training"
38,Springboard Foundation,"$10,000",2014,general operating support
38,Springboard Foundation,"$2,030",2015,hire an event/PR consult who will create an event to raise the profile of the organization and attract board members
39,Chicago Community Trust,"$3,000",2014,for support of direct assistance to working mothers and their children
40,Chicago Community Trust,"$25,000",2014,for the Housing Needs Communications Campaign
40,Chicago Community Trust,"$140,000",2013,for the 5-Year Affordable Housing Plan Advocacy Campaign
40,Chicago Community Trust,"$100,000",2014,for the Building Housing Security for our Future Chicago
41,Arts Work Fund,"$10,200",2014,For facility planning
42,Chicago Community Trust,"$300,000",2014,Support of research to be conducted by Irene A. Chen
43,Arts Work Fund,"$8,000",2014,For leadership succession plan and organizational restructuring
43,Arts Work Fund,"$3,000",2013,For marketing support
44,Chicago Community Trust,"$50,000",2014,for participation in the SMART Growth Program
44,Chicago Community Trust,"$50,000",2015,"for the The Launching Pad, a professional development program for young adults pursuing careers in the media arts"
44,Chicago Community Trust,"$50,000",2013,participation in the SMART Growth Program
45,Chicago Community Trust,"$5,000",2014,"for MEX Talks,  a one-day speaker series highlighting the state of Mexicans in the city of Chicago in the United States"
45,Chicago Community Trust,"$25,000",2013,for the Legal Services program
45,Chicago Community Trust,"$25,000",2013,for the participation of Teatro Americano in the Arts Infusion Initiative
45,Chicago Community Trust,"$10,000",2014,for the participation of Teatro Americano in the Arts Infusion Initiative
45,Chicago Community Trust,"$5,000",2013,for support of direct assistance to working mothers and their children
45,Chicago Community Trust,"$5,000",2014,for support of direct assistance to working mothers and their children
46,The Young Leaders Fund,"$3,000",2013,programs as outlined in the proposal submitted to The Young Leaders Fund
47,Chicago Community Trust,"$12,500",2013,for general operating support
47,Chicago Community Trust,"$7,500",2014,for general operating support
47,Chicago Community Trust,"$125,000",2014,for the initial programming of the Burnham View for 2014 and to provide necessary operating support for fundraising to fully fund this project
48,Chicago Community Trust,"$12,500",2013,for general operating support
48,Chicago Community Trust,"$12,500",2014,for general operating support
49,The Young Leaders Fund,"$4,920",2014,programs as outlined in the proposal submitted to The Young Leaders Fund
50,Chicago Community Trust,"$20,000",2014,for the Affordable Rental Housing Program
50,Chicago Community Trust,"$20,000",2013,for the Affordable Rental Housing Program
51,Chicago Community Trust,"$25,000",2013,"for the Science Fair badging demonstration at the DML2013 conference in Chicago on March 14-16, 2013"
52,Arts Work Fund,"$2,400",2013,To help facilitate announcement of a name change
53,Chicago Community Trust,"$225,000",2013,for general operating support and grant making
53,Chicago Community Trust,"$200,000",2014,for general operating support and grant making
54,Chicago Community Trust,"$12,500",2014,for general operating support
55,Chicago Community Trust,"$5,000",2013,for support of direct assistance to persons needing emergency relief services
55,Chicago Community Trust,"$7,000",2014,for support of direct assistance to persons needing emergency relief services
56,Chicago Community Trust,"$3,000",2014,for support of direct assistance to working mothers and their children
57,Arts Work Fund,"$10,000",2014,For an organizational assessment
58,Chicago Community Trust,"$5,000",2013,for general operating support
58,Chicago Community Trust,"$5,000",2014,for general operating support
59,Chicago Community Trust,"$25,000",2013,for the Viceroy Transitional Housing program
59,Chicago Community Trust,"$25,000",2014,for the Harvest Common Residence project
59,Chicago Community Trust,"$25,000",2015,for the Harvest Common Residences
60,Chicago Community Trust,"$25,000",2013,for general operating support
60,Chicago Community Trust,"$25,000",2013,for general operating support
60,Chicago Community Trust,"$25,000",2014,for general operating support
60,Chicago Community Trust,"$58,000",2014,for the Enhancing Healthy Habits Project
61,Chicago Community Trust,"$4,000",2013,for support of direct assistance to working mothers and their children
61,Chicago Community Trust,"$4,000",2014,for support of direct assistance to working mothers and their children
62,Chicago Community Trust,"$75,000",2014,"for the Consortium of Chicago Foodshed Growers Networks, a project of Food:Land:Opportunity _ Localizing The Chicago Foodshed"
62,Chicago Community Trust,"$75,000",2014,for the Urban Farm Enterprise Pathways Project
63,Chicago Community Trust,"$12,500",2014,for general operating support
63,Chicago Community Trust,"$15,000",2013,for the Public Square storytelling series _Living in Colorî
64,Chicago Community Trust,"$48,000",2013,for the United Cerebral Palsey Collaboration Project
65,Chicago Community Trust,"$10,000",2013,for the Chicago Housing Initiative
65,Chicago Community Trust,"$10,000",2014,for work in advancing affordable rental housing
66,Chicago Community Trust,"$25,000",2013,for advancing affordable rental housing work
66,Chicago Community Trust,"$15,000",2014,for the Foreclosure Prevention Program
66,Chicago Community Trust,"$15,000",2013,for work in advancing affordable rental housing
66,Chicago Community Trust,"$20,667",2013,for outreach activities related to the Cook County Mortgage Foreclosure Mediation Program Community Outreach
66,Chicago Community Trust,"$36,167",2014,for outreach activities related to the Cook County Mortgage Foreclosure Mediation Program Community Outreach
66,Chicago Community Trust,"$63,000",2014,for outreach activities related to the Cook County Mortgage Foreclosure Mediation Program Community Outreach
66,Chicago Community Trust,"$25,000",2014,for work in advancing affordable rental housing
67,Chicago Community Trust,"$7,000",2013,for support of direct assistance to persons needing emergency relief services
67,Chicago Community Trust,"$7,000",2014,for support of direct assistance to persons needing emergency relief services
67,Chicago Community Trust,"$40,000",2014,for the Welding Job Training Program for Ex-Offenders
67,Chicago Community Trust,"$75,000",2013,for training and placement of homeless and former substance users
68,Chicago Community Trust,"$25,000",2013,for a community-based effort to address the issue of high-stakes testing and promote an alternative vision for accountability within a broader educational equity framework
68,Chicago Community Trust,"$1,000",2013,for outreach activities related to the Cook County Mortgage Foreclosure Mediation Program Community Outreach
68,Chicago Community Trust,"$1,750",2014,for outreach activities related to the Cook County Mortgage Foreclosure Mediation Program Community Outreach
68,Chicago Community Trust,"$33,500",2014,for outreach activities related to the Cook County Mortgage Foreclosure Mediation Program Community Outreach
68,Chicago Community Trust,"$60,000",2013,for the Renters Advocating for the Right to Stay project
68,Chicago Community Trust,"$60,000",2014,for the Renters Advocating for the Right to Stay project
69,The Young Leaders Fund,"$3,450",2013,programs as outlined in the proposal submitted to The Young Leaders Fund
70,Chicago Community Trust,"$20,000",2013,for the 2013 Annual Association of Fundraising Professionals luncheon
70,Chicago Community Trust,"$20,000",2014,for the 2014 Annual Association of Fundraising Professionals luncheon
70,Chicago Community Trust,"$20,000",2015,for the 2015 Annual Association of Fundraising Professionals luncheon
71,Chicago Community Trust,"$3,000",2013,for support of direct assistance to persons needing emergency relief services
71,Chicago Community Trust,"$5,000",2014,for support of direct assistance to persons needing emergency relief services
72,Chicago Community Trust,"$25,000",2013,"for the Production of ""The Project(s)"
73,Chicago Community Trust,"$25,000",2014,for Preserving Home Ownership and Preventing Foreclosure
73,Chicago Community Trust,"$25,000",2013,for the Foreclosure Prevention Program
74,Chicago Community Trust,"$25,000",2015,General Operating Support
74,Chicago Community Trust,"$25,000",2015,toward matching support of the Investing in Innovation (i3) Development project
74,Chicago Community Trust,"$220,000",2014,for district-wide efforts of the CPS Department of Math and Science to implement the Common Core State Standards for Mathematics in grades PreK-5 by providing intensive supports to 15 elementary schools
74,Chicago Community Trust,"$250,000",2013,for professional development and in-school supports to strengthen mathematics instruction in PreK-5 in 15 elementary schools
74,Chicago Community Trust,"$323,000",2015,"to strengthen mathematics teaching by providing professional development in CPS Networks 1, 3, 4, and 6, and provide deeper supports to 15 schools"
75,Chicago Community Trust,"$50,000",2015,for advocacy for policies supportive of immigrants and women
75,Chicago Community Trust,"$75,000",2013,"for advocacy on behalf of Latino domestic violence, sexual assault and mental health services providers"
75,Chicago Community Trust,"$65,000",2014,for advocacy on behalf of low-income Latinas
75,Chicago Community Trust,"$9,000",2013,for support of direct assistance to working mothers and their children
75,Chicago Community Trust,"$9,000",2014,for support of direct assistance to working mothers and their children
75,Chicago Community Trust,"$60,000",2014,for the Experienced Leader Fellowship awarded to Maria Pesqueira
76,Chicago Community Trust,"$275,000",2013,for general operating support and grant making
76,Chicago Community Trust,"$275,000",2014,for general operating support and grant making
77,Arts Work Fund,"$15,000",2013,For a new database and market research project
78,Chicago Community Trust,"$111,000",2015,for the Coordinating Patient Care Access (CPCA) project
78,Chicago Community Trust,"$96,000",2014,for the Education Centered Medical Home Program
79,Nuestro Futuro,"$7,500",2014,to support its capacity building project
80,Chicago Community Trust,"$25,000",2014,for the 2013 UIC Urban Forum
80,Chicago Community Trust,"$25,000",2014,for the 2014 UIC Urban Forum
80,Chicago Community Trust,"$25,000",2013,for the Metropolitan Resilience in a Time of Economic Turmoil Urban Forum
81,Arts Work Fund,"$7,600",2013,To support development of a press plan and digital marketing strategy
82,Springboard Foundation,"$10,000",2013,general operating support
83,Chicago Community Trust,"$40,000",2014,for participation in the SMART Growth Program
83,Chicago Community Trust,"$40,000",2013,participation in the SMART Growth Program
84,Chicago Community Trust,"$5,000",2013,for general operating support
85,Chicago Community Trust,"$25,000",2013,for a demonstration project that provides one semester of Arts Entrepreneurship training to alternative high school students
86,Chicago Community Trust,"$25,000",2014,for general operating support
86,Chicago Community Trust,"$25,000",2013,for the 2013 Humanitarian Awards Dinner
86,Chicago Community Trust,"$12,500",2015,General operating support
86,Chicago Community Trust,"$15,175",2015,general operating support
87,The Young Leaders Fund,"$2,470",2014,programs as outlined in the proposal submitted to The Young Leaders Fund
88,Chicago Community Trust,"$75,000",2015,for the 75th anniversary goal and support programs for 560 schools
89,Chicago Community Trust,"$2,500",2014,for general operating support
89,Chicago Community Trust,"$2,500",2015,for general operating support
90,Chicago Community Trust,"$40,000",2015,for advocacy to reduce deportation and promote citizenship
90,Chicago Community Trust,"$26,667",2013,for outreach activities related to the Cook County Mortgage Foreclosure Mediation Program Community Outreach
90,Chicago Community Trust,"$46,667",2014,for outreach activities related to the Cook County Mortgage Foreclosure Mediation Program Community Outreach
90,Chicago Community Trust,"$131,000",2014,for outreach activities related to the Cook County Mortgage Foreclosure Mediation Program Community Outreach
91,Chicago Community Trust,"$25,000",2013,for general operating support
92,Chicago Community Trust,"$65,000",2014,for an alliance of community groups working to address food security issues in northwest Chicago communities
92,Chicago Community Trust,"$7,000",2013,for support of direct assistance to working mothers and their children
92,Chicago Community Trust,"$7,000",2014,for support of direct assistance to working mothers and their children
92,Chicago Community Trust,"$50,000",2013,for supportive housing program for families and youth
92,Chicago Community Trust,"$50,000",2013,for the Northwest Food Partners Network
92,Chicago Community Trust,"$50,000",2014,for the Scattered Site Supportive Housing
92,Chicago Community Trust,"$50,000",2015,for the Scattered Site Supportive Housing program
93,Chicago Community Trust,"$25,000",2013,for general operating support
93,Chicago Community Trust,"$40,000",2014,for the Adult Employment Program
94,Latino Giving Circle,"$5,000",2014,general operating support
95,Chicago Community Trust,"$50,000",2013,for the Summer Jazz Academy
96,Chicago Community Trust,"$100,000",2014,for advocacy for anti-hunger programs
96,Chicago Community Trust,"$65,000",2015,for advocacy to defend and extend anti-hunger programming
96,Chicago Community Trust,"$100,000",2013,for member agency support and capacity-building
96,Chicago Community Trust,"$190,000",2014,for the Food Purchase and Agency Council Capacity Building
96,Chicago Community Trust,"$75,000",2013,for the purchase of food
96,Chicago Community Trust,"$50,000",2013,"for the summer feeding programs awareness strategy targeting North Austin, Englewood, and Little Village"
97,Chicago Community Trust,"$100,000",2014,for the City�s One Summer Chicago Plus program
98,Chicago Community Trust,"$75,000",2015,for advocacy for the Illinois social safety net
98,Chicago Community Trust,"$85,000",2014,for general operating support
99,Chicago Community Trust,"$8,000",2014,for support of direct assistance to persons needing emergency relief services
99,Chicago Community Trust,"$125,000",2013,for the Greater Humboldt Park Community in Motion programs
99,Chicago Community Trust,"$30,000",2013,for the Justice Prevention and Intervention Program
99,Chicago Community Trust,"$5,000",2013,for support of direct assistance to persons needing emergency relief services
100,Chicago Community Trust,"$90,000",2013,for general operating support with a focus on advancing the Regional Home Ownership Preservation Initiative work plan in the area of housing counseling and advancing housing advocacy around homelessness and affordable rental housing
100,Chicago Community Trust,"$110,000",2014,for general operating support with a focus on advancing the Regional Housing Partnership work plan
101,Arts Work Fund,"$14,600",2013,To create a digital marketing plan and audience tracking system
102,Chicago Community Trust,"$50,000",2013,for a collaboration with Housing Opportunities for Women and New Foundation Center
102,Chicago Community Trust,"$5,000",2014,for support of direct assistance to persons needing emergency relief services
103,Chicago Community Trust,"$25,000",2014,for general operating sseupport
104,Chicago Community Trust,"$90,000",2014,for the general operation of Fresh Taste
105,The Young Leaders Fund,"$5,470",2014,programs as outlined in the proposal submitted to The Young Leaders Fund
106,Chicago Community Trust,"$100,000",2013,for Forging the Future of Free and Charitable Clinics
106,Chicago Community Trust,"$100,000",2014,for the Forging the Future of Free and Charitable Clinics project
107,Chicago Community Trust,"$150,000",2013,for continued strengthening of arts education in the Chicago Public Schools
107,Chicago Community Trust,"$200,000",2014,for its work of increasing access to high quality arts instruction in all Chicago public schools
108,Springboard Foundation,"$10,000",2013,general operating support
109,Springboard Foundation,"$10,000",2013,support of Hip-Hop Detoxx program
110,Chicago Community Trust,"$12,500",2013,for general operating support
111,Chicago Community Trust,"$20,000",2013,for an Organizational Assessment
111,Chicago Community Trust,"$2,500",2013,for general operating support
111,Chicago Community Trust,"$2,500",2015,for general operating support
111,Chicago Community Trust,"$75,000",2013,for advocacy for immigrants
111,Chicago Community Trust,"$150,000",2014,for continued work on comprehensive immigration reform and service delivery system design
111,Chicago Community Trust,"$75,000",2014,for general operating support
111,Chicago Community Trust,"$75,000",2015,for policy advocacy for immigrant protection
111,Chicago Community Trust,"$125,000",2013,for the Immigrant Health Care Access Initiative
111,Chicago Community Trust,"$125,000",2014,for the Immigrant Healthcare Access Initiative
111,Chicago Community Trust,"$150,000",2013,for work on comprehensive immigration reform and service delivery system design
111,Chicago Community Trust,"$150,000",2015,"to work on comprehensive immigration reform, capacity building and service delivery system design through their Illinois is Ready Campaign"
112,Arts Work Fund,"$9,500",2013,To create a marketing campaign to better promote the center and reach new audiences
113,Chicago Community Trust,"$25,000",2013,for planning and design of the African American Leadership Development Program
113,Chicago Community Trust,"$75,000",2014,for the launch of the African American Leadership Development Program
113,Chicago Community Trust,"$60,000",2013,for the Skills Gap Bridge Program
114,Chicago Community Trust,"$25,000",2014,for general operating support
115,Arts Work Fund,"$8,500",2014,For a website redesign
115,Chicago Community Trust,"$30,000",2013,for Reimagining Incarceration public art installation in collaboration with Enlace
116,Chicago Community Trust,"$53,000",2013,for the Green Healthy Neighborhoods in Action project
117,Chicago Community Trust,"$15,000",2013,for the creation and production of _The Cuban Projectî
118,Chicago Community Trust,"$50,000",2013,for the Women�s Business Microfinance Program
119,Arts Work Fund,"$10,000",2013,For a website redesign
119,Arts Work Fund,"$5,000",2014,To improve financial management practices
120,Chicago Community Trust,"$45,000",2014,for the Healthcare for Low-income Uninsured Individuals program
120,Chicago Community Trust,"$45,000",2015,"for the Healthcare for Low-income, Uninsured Individuals program"
121,Nuestro Futuro,"$15,000",2015,for the Son Chiquitos Programs
121,Nuestro Futuro,"$10,000",2013,program-related expenses
121,Nuestro Futuro,"$10,000",2014,to support Early Childhood Education
122,Arts Work Fund,"$9,500",2013,For an analysis of operations and financial processes
122,Arts Work Fund,"$13,000",2014,To create a marketing plan
123,Chicago Community Trust,"$40,000",2013,for the Marzette Johnson Housing Project
123,Chicago Community Trust,"$20,000",2015,for the Marzette Johnson Housing project
124,Chicago Community Trust,"$15,000",2015,for 2015 in-person convening of the Prairie State Local Government Sustainability Network
124,Chicago Community Trust,"$15,000",2014,for a planning consultant and to cover the costs of an in-person convening of the Prairie State Local Government Sustainability Network (PSN) in Chicago
124,Chicago Community Trust,"$25,000",2014,for salary support for a project manager for a new initiative to create a comprehensive plan for Illinois' agriculture sector
124,Chicago Community Trust,"$25,000",2015,for the Chicago C40 City Director
124,Chicago Community Trust,"$65,000",2013,for the Chicago Area Higher Education Retrofit Program
124,Chicago Community Trust,"$75,000",2014,for the Higher Ed Retrofit Project
125,Chicago Community Trust,"$2,500",2013,for general operating support
125,Chicago Community Trust,"$2,500",2014,for general operating support
125,Chicago Community Trust,"$20,000",2013,for the collaboration of its Housing Acuerdo with the Regional Home Ownership Preservation Initiative (RHOPI)
125,Chicago Community Trust,"$20,000",2014,for the collaboration of its Housing Acuerdo with the Regional Home Ownership Preservation Initiative (RHOPI)
125,Chicago Community Trust,"$100,000",2014,for general operating support
125,Chicago Community Trust,"$125,000",2013,"to work on comprehensive immigration reform and immigrant integration, state-level advocacy of the Latino community and to support the Latino non-profit leadership development program"
126,Chicago Community Trust,"$25,000",2013,for _Writing Chicagoî and related programming
127,Chicago Community Trust,"$25,000",2014,for ArtVenture Tours and artistic performances for arts professionals presented in the annual conference to be held in Chicago
128,Chicago Community Trust,"$5,000",2014,for a Criminal Justice Symposium in Chicago
128,Chicago Community Trust,"$75,000",2014,for advocacy on juvenile justice reform
128,Chicago Community Trust,"$130,000",2015,for economic development for Cook County
128,Chicago Community Trust,"$400,000",2013,for general operating support and economic development planning
128,Chicago Community Trust,"$300,000",2014,for general operations and economic development plan implementation
129,Chicago Community Trust,"$35,000",2013,for advocacy to reduce detention of youth offenders and monitoring of juvenile detention
130,Chicago Community Trust,"$5,000",2013,for support of direct assistance to persons needing emergency relief services
130,Chicago Community Trust,"$5,000",2014,for support of direct assistance to persons needing emergency relief services
131,Nuestro Futuro,"$5,000",2014,to support Early Childhood Education
132,Chicago Community Trust,"$12,500",2015,for Endow Illinois
133,Chicago Community Trust,"$40,000",2014,for participation in the SMART Growth Program
133,Chicago Community Trust,"$40,000",2013,participation in the SMART Growth Program
134,Arts Work Fund,"$7,000",2014,To develop a strategic plan
134,Chicago Community Trust,"$40,000",2013,for participation in the Arts Learning programs
134,Chicago Community Trust,"$40,000",2014,for participation in the Arts Learning programs
135,Chicago Community Trust,"$125,000",2014,for the Good Food Innovation and Finance Program
135,Chicago Community Trust,"$25,000",2015,to support the Good Food Business Accelerator
136,Chicago Community Trust,"$60,000",2014,for advocacy on ex-offender employment
136,Chicago Community Trust,"$30,000",2013,for the Emerging Leader Fellowship awarded to Beth Johnson
136,Chicago Community Trust,"$30,000",2013,to assist ex-offenders to be eligible for employment
137,Chicago Community Trust,"$75,000",2014,for work to reduce incarceration of young offenders
138,Chicago Community Trust,"$75,000",2015,"for the Center for Policy, Practice & Innovation"
138,Chicago Community Trust,"$90,000",2013,for the Illinois Partners for Human Service
138,Chicago Community Trust,"$50,000",2013,for the merger with The Youth Campus
139,Chicago Community Trust,"$25,000",2013,for a national convening of foundation and business leaders
139,Chicago Community Trust,"$25,000",2014,"for the convening of the Lansdowne Group, a collaboration to build a national cross-sector leadership group committed to increasing the employment of people with disabilities"
139,Chicago Community Trust,"$45,000",2013,for general operating support
139,Chicago Community Trust,"$45,000",2014,for general operating support
140,African American Legacy,"$25,000",2013,Funding to support an Images of Peace through the Visual Arts program
141,Chicago Community Trust,"$5,000",2013,for general operating support
141,Chicago Community Trust,"$25,000",2014,for general operating support
141,Chicago Community Trust,"$25,000",2013,for local disaster relief due to the recent floods
141,Chicago Community Trust,"$25,000",2015,for support of its Ready 100 program
141,Chicago Community Trust,"$25,000",2014,to replenish local resources for our community's needs as resources are redeployed in response to emergency needs in the Philippines
141,Chicago Community Trust,"$25,000",2013,to replenish local resources for our community's needs as resources are redeployed in response to Hurricane Sandy that struck the east coast
142,Chicago Community Trust,"$5,000",2014,for general operating support
143,Lake County Community Foundation,"$25,000",2013,to support collaborative efforts to achieve sustainability for the Northwest Demonstration Project and to expand this coordinated transportation model to the southeast quadrant of Lake County
144,Nuestro Futuro,"$10,000",2015,for strategic planning
145,Chicago Community Trust,"$65,000",2014,for the Behavioral Health Integration Program
145,Chicago Community Trust,"$60,000",2013,for the Medical Home Coordination Program
145,Chicago Community Trust,"$68,700",2015,for the Mental Health for the Underserved Project
146,Chicago Community Trust,"$25,000",2014,for the engagement of a ULI Advisory Panel to make recommendations on the Garfield Boulevard Corridor
147,Chicago Community Trust,"$75,000",2013,for the NIMS metal working bridge program
147,Chicago Community Trust,"$70,000",2014,for the NIMS metal working bridge program
148,Chicago Community Trust,"$40,000",2014,for general operating support
148,Chicago Community Trust,"$50,000",2014,for moving vulnerable homeless families into permanent supportive housing
148,Chicago Community Trust,"$50,000",2015,for Outreach Mobile Engagement Services
148,Chicago Community Trust,"$5,000",2013,for support of direct assistance to persons needing emergency relief services
148,Chicago Community Trust,"$5,000",2014,for support of direct assistance to persons needing emergency relief services
148,Chicago Community Trust,"$50,000",2013,to move vulnerable homeless families into permanent supportive housing
149,Arts Work Fund,"$12,100",2015,for development and implementation of a new database system
149,Arts Work Fund,"$10,850",2014,"For rebranding, including an organizational name change"
149,Springboard Foundation,"$10,000",2013,2013 Springboard Award
149,Springboard Foundation,"$2,450",2013,develop 3-year strategic plan
149,Springboard Foundation,"$3,492",2014,"for North Park University certificate in Nonprofit Management, membership and conference support, database support and training."
149,Springboard Foundation,"$10,000",2013,general operating support
150,Chicago Community Trust,"$12,500",2013,for general operating support
151,Chicago Community Trust,"$98,000",2013,for the Cross Systems Collaboration to Build Health Care Access for People under Justice Supervision program
151,Chicago Community Trust,"$98,000",2014,for the Cross Systems Collaboration to Build Health Care Access for People under Justice Supervision program
151,Chicago Community Trust,"$35,000",2013,for the development of a leadership organization around policy and programs of prisoner re-entry
152,Chicago Community Trust,"$100,000",2013,for the New Jobs with New Partners Project
153,Chicago Community Trust,"$5,000",2013,for general operating support
153,Chicago Community Trust,"$2,500",2014,for general operating support
